Altersgruppe;Anzahl;Timestamp
<5;2843;2020-12-26T09:02:00
5-14;19210;2020-12-26T09:02:00
15-24;49240;2020-12-26T09:02:00
25-34;56726;2020-12-26T09:02:00
35-44;51683;2020-12-26T09:02:00
45-54;62442;2020-12-26T09:02:00
55-64;47722;2020-12-26T09:02:00
65-74;23612;2020-12-26T09:02:00
75-84;20493;2020-12-26T09:02:00
>84;13895;2020-12-26T09:02:00
