Altersgruppe;Anzahl;Timestamp
<5;0;2020-11-19T14:02:00
5-14;0;2020-11-19T14:02:00
15-24;0;2020-11-19T14:02:00
25-34;3;2020-11-19T14:02:00
35-44;6;2020-11-19T14:02:00
45-54;31;2020-11-19T14:02:00
55-64;81;2020-11-19T14:02:00
65-74;288;2020-11-19T14:02:00
75-84;692;2020-11-19T14:02:00
>84;843;2020-11-19T14:02:00
