time;Todesfälle;Timestamp
26.02.2020;0;2020-05-29T02:59:59
27.02.2020;0;2020-05-29T02:59:59
28.02.2020;0;2020-05-29T02:59:59
29.02.2020;0;2020-05-29T02:59:59
01.03.2020;0;2020-05-29T02:59:59
02.03.2020;0;2020-05-29T02:59:59
03.03.2020;0;2020-05-29T02:59:59
04.03.2020;0;2020-05-29T02:59:59
05.03.2020;0;2020-05-29T02:59:59
06.03.2020;0;2020-05-29T02:59:59
07.03.2020;0;2020-05-29T02:59:59
08.03.2020;0;2020-05-29T02:59:59
09.03.2020;0;2020-05-29T02:59:59
10.03.2020;0;2020-05-29T02:59:59
11.03.2020;0;2020-05-29T02:59:59
12.03.2020;1;2020-05-29T02:59:59
13.03.2020;1;2020-05-29T02:59:59
14.03.2020;2;2020-05-29T02:59:59
15.03.2020;3;2020-05-29T02:59:59
16.03.2020;5;2020-05-29T02:59:59
17.03.2020;7;2020-05-29T02:59:59
18.03.2020;11;2020-05-29T02:59:59
19.03.2020;14;2020-05-29T02:59:59
20.03.2020;19;2020-05-29T02:59:59
21.03.2020;23;2020-05-29T02:59:59
22.03.2020;31;2020-05-29T02:59:59
23.03.2020;43;2020-05-29T02:59:59
24.03.2020;53;2020-05-29T02:59:59
25.03.2020;62;2020-05-29T02:59:59
26.03.2020;78;2020-05-29T02:59:59
27.03.2020;96;2020-05-29T02:59:59
28.03.2020;113;2020-05-29T02:59:59
29.03.2020;127;2020-05-29T02:59:59
30.03.2020;147;2020-05-29T02:59:59
31.03.2020;164;2020-05-29T02:59:59
01.04.2020;175;2020-05-29T02:59:59
02.04.2020;194;2020-05-29T02:59:59
03.04.2020;211;2020-05-29T02:59:59
04.04.2020;231;2020-05-29T02:59:59
05.04.2020;252;2020-05-29T02:59:59
06.04.2020;278;2020-05-29T02:59:59
07.04.2020;304;2020-05-29T02:59:59
08.04.2020;322;2020-05-29T02:59:59
09.04.2020;342;2020-05-29T02:59:59
10.04.2020;365;2020-05-29T02:59:59
11.04.2020;380;2020-05-29T02:59:59
12.04.2020;392;2020-05-29T02:59:59
13.04.2020;413;2020-05-29T02:59:59
14.04.2020;425;2020-05-29T02:59:59
15.04.2020;440;2020-05-29T02:59:59
16.04.2020;462;2020-05-29T02:59:59
17.04.2020;475;2020-05-29T02:59:59
18.04.2020;490;2020-05-29T02:59:59
19.04.2020;505;2020-05-29T02:59:59
20.04.2020;512;2020-05-29T02:59:59
21.04.2020;529;2020-05-29T02:59:59
22.04.2020;540;2020-05-29T02:59:59
23.04.2020;544;2020-05-29T02:59:59
24.04.2020;550;2020-05-29T02:59:59
25.04.2020;563;2020-05-29T02:59:59
26.04.2020;572;2020-05-29T02:59:59
27.04.2020;575;2020-05-29T02:59:59
28.04.2020;586;2020-05-29T02:59:59
29.04.2020;590;2020-05-29T02:59:59
30.04.2020;595;2020-05-29T02:59:59
01.05.2020;597;2020-05-29T02:59:59
02.05.2020;599;2020-05-29T02:59:59
03.05.2020;604;2020-05-29T02:59:59
04.05.2020;606;2020-05-29T02:59:59
05.05.2020;608;2020-05-29T02:59:59
06.05.2020;611;2020-05-29T02:59:59
07.05.2020;612;2020-05-29T02:59:59
08.05.2020;617;2020-05-29T02:59:59
09.05.2020;619;2020-05-29T02:59:59
10.05.2020;621;2020-05-29T02:59:59
11.05.2020;622;2020-05-29T02:59:59
12.05.2020;622;2020-05-29T02:59:59
13.05.2020;623;2020-05-29T02:59:59
14.05.2020;625;2020-05-29T02:59:59
15.05.2020;625;2020-05-29T02:59:59
16.05.2020;626;2020-05-29T02:59:59
17.05.2020;626;2020-05-29T02:59:59
18.05.2020;628;2020-05-29T02:59:59
19.05.2020;629;2020-05-29T02:59:59
20.05.2020;632;2020-05-29T02:59:59
21.05.2020;634;2020-05-29T02:59:59
22.05.2020;635;2020-05-29T02:59:59
23.05.2020;636;2020-05-29T02:59:59
24.05.2020;636;2020-05-29T02:59:59
25.05.2020;637;2020-05-29T02:59:59
26.05.2020;638;2020-05-29T02:59:59
27.05.2020;638;2020-05-29T02:59:59
28.05.2020;638;2020-05-29T02:59:59
