Altersgruppe;Anzahl;Timestamp
<5;0;2021-01-21T07:02:00
5-14;0;2021-01-21T07:02:00
15-24;2;2021-01-21T07:02:00
25-34;5;2021-01-21T07:02:00
35-44;12;2021-01-21T07:02:00
45-54;79;2021-01-21T07:02:00
55-64;288;2021-01-21T07:02:00
65-74;851;2021-01-21T07:02:00
75-84;2257;2021-01-21T07:02:00
>84;3082;2021-01-21T07:02:00
