Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;890;11;24
Rust(Stadt);102;1980;72;0;1
Eisenstadt-Umgebung;103;43236;2183;23;76
Güssing;104;25699;1721;50;36
Jennersdorf;105;17097;1214;23;28
Mattersburg;106;40042;2113;31;65
Neusiedl am See;107;59990;3032;37;96
Oberpullendorf;108;37384;2142;38;60
Oberwart;109;54192;3405;76;162
Klagenfurt Stadt;201;101300;5710;152;203
Villach Stadt;202;62882;3350;63;106
Hermagor;203;18054;1839;28;26
Klagenfurt Land;204;60014;3724;62;92
Sankt Veit an der Glan;205;54186;3581;97;115
Spittal an der Drau;206;75868;4993;111;247
Villach Land;207;64618;4018;74;116
Völkermarkt;208;41862;3318;58;86
Wolfsberg;209;52607;3243;70;130
Feldkirchen;210;29902;2126;46;79
Krems an der Donau(Stadt);301;25036;1247;27;28
Sankt Pölten(Stadt);302;55514;3367;52;103
Waidhofen an der Ybbs(Stadt);303;11222;820;13;35
Wiener Neustadt(Stadt);304;45823;3631;77;93
Amstetten;305;116520;9079;124;273
Baden;306;146751;9132;113;292
Bruck an der Leitha;307;103735;5463;74;218
Gänserndorf;308;104782;5215;58;193
Gmünd;309;36553;2506;39;79
Hollabrunn;310;51033;2360;50;77
Horn;311;30936;1324;26;58
Korneuburg;312;91254;4017;48;110
Krems(Land);313;56487;2988;38;78
Lilienfeld;314;25655;1464;36;52
Melk;315;78191;5193;93;199
Mistelbach;316;75625;3459;33;108
Mödling;317;119115;5928;107;205
Neunkirchen;318;86343;5515;94;167
Sankt Pölten(Land);319;131729;7016;124;235
Scheibbs;320;41414;3441;34;123
Tulln;321;104593;4985;81;164
Waidhofen an der Thaya;322;25682;1615;14;58
Wiener Neustadt(Land);323;78307;4884;70;174
Zwettl;325;41987;3061;33;123
Linz(Stadt);401;206595;11875;213;387
Steyr(Stadt);402;38056;2142;18;103
Wels(Stadt);403;62470;4817;67;164
Braunau am Inn;404;105553;8029;94;312
Eferding;405;33178;2597;32;67
Freistadt;406;66861;5021;90;113
Gmunden;407;101859;7218;100;253
Grieskirchen;408;64875;4786;68;64
Kirchdorf an der Krems;409;57071;3859;79;94
Linz-Land;410;151371;8988;84;272
Perg;411;68968;5333;67;114
Ried im Innkreis;412;61690;5307;94;196
Rohrbach;413;56545;4893;94;57
Schärding;414;57391;4856;67;146
Steyr-Land;415;60717;3881;66;99
Urfahr-Umgebung;416;86005;5707;71;109
Vöcklabruck;417;137297;10123;149;343
Wels-Land;418;73777;4943;58;143
Salzburg(Stadt);501;155021;10647;128;348
Hallein;502;60824;5961;60;98
Salzburg-Umgebung;503;153492;11438;110;365
Sankt Johann im Pongau;504;81194;8982;110;112
Tamsweg;505;20251;2329;40;37
Zell am See;506;87628;6689;102;143
Graz(Stadt);601;291072;13861;277;341
Deutschlandsberg;603;60867;3404;96;91
Graz-Umgebung;606;156070;7589;235;197
Leibnitz;610;84756;5214;100;149
Leoben;611;59700;3063;106;96
Liezen;612;79652;4960;109;159
Murau;614;27543;1682;25;61
Voitsberg;616;51044;2899;98;125
Weiz;617;90654;5226;139;154
Murtal;620;71698;4248;158;169
Bruck-Mürzzuschlag;621;98697;5591;238;108
Hartberg-Fürstenfeld;622;90606;6485;172;172
Südoststeiermark;623;84036;5371;164;151
Innsbruck-Stadt;701;131961;8402;92;269
Imst;702;60474;4354;36;81
Innsbruck-Land;703;180453;12068;134;313
Kitzbühel;704;64168;4139;41;85
Kufstein;705;110287;8540;132;226
Landeck;706;44386;3376;45;50
Lienz;707;48738;4696;43;229
Reutte;708;32838;1655;5;80
Schwaz;709;84329;8804;129;62
Bludenz;801;64107;3787;45;104
Bregenz;802;134987;8085;98;214
Dornbirn;803;89912;6639;68;148
Feldkirch;804;108133;7145;74;161
Wien;900;1911191;123626;2019;5323
