Altersgruppe;Anzahl;Timestamp
<5;3041;2021-01-16T20:02:00
5-14;21184;2021-01-16T20:02:00
15-24;54380;2021-01-16T20:02:00
25-34;63043;2021-01-16T20:02:00
35-44;57315;2021-01-16T20:02:00
45-54;69403;2021-01-16T20:02:00
55-64;53250;2021-01-16T20:02:00
65-74;26553;2021-01-16T20:02:00
75-84;23480;2021-01-16T20:02:00
>84;16275;2021-01-16T20:02:00
