Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;261;11;1;2020-05-06T02:00:00
Kärnten;383;13;2;2020-05-06T02:00:00
Niederösterreich;2310;88;3;2020-05-06T02:00:00
Oberösterreich;2115;52;4;2020-05-06T02:00:00
Salzburg;1119;34;5;2020-05-06T02:00:00
Steiermark;1300;122;6;2020-05-06T02:00:00
Tirol;3244;103;7;2020-05-06T02:00:00
Vorarlberg;828;18;8;2020-05-06T02:00:00
Wien;1902;135;9;2020-05-06T02:00:00
