Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;564;10;10
Rust(Stadt);102;1980;66;0;5
Eisenstadt-Umgebung;103;43236;1368;19;26
Güssing;104;25699;1128;30;27
Jennersdorf;105;17097;722;17;41
Mattersburg;106;40042;1354;22;45
Neusiedl am See;107;59990;1909;28;58
Oberpullendorf;108;37384;1498;22;41
Oberwart;109;54192;2023;51;47
Klagenfurt Stadt;201;101300;4221;136;95
Villach Stadt;202;62882;2261;54;30
Hermagor;203;18054;1149;17;60
Klagenfurt Land;204;60014;2687;51;100
Sankt Veit an der Glan;205;54186;2743;87;58
Spittal an der Drau;206;75868;2874;61;241
Villach Land;207;64618;2711;64;169
Völkermarkt;208;41862;2531;48;55
Wolfsberg;209;52607;2528;64;45
Feldkirchen;210;29902;1525;38;47
Krems an der Donau(Stadt);301;25036;936;23;19
Sankt Pölten(Stadt);302;55514;2373;42;33
Waidhofen an der Ybbs(Stadt);303;11222;605;9;18
Wiener Neustadt(Stadt);304;45823;1881;53;69
Amstetten;305;116520;6927;113;119
Baden;306;146751;5203;81;205
Bruck an der Leitha;307;103735;3196;64;105
Gänserndorf;308;104782;2796;32;137
Gmünd;309;36553;1659;33;44
Hollabrunn;310;51033;1280;26;44
Horn;311;30936;684;10;24
Korneuburg;312;91254;2527;36;48
Krems(Land);313;56487;2168;28;74
Lilienfeld;314;25655;1030;30;24
Melk;315;78191;3469;77;86
Mistelbach;316;75625;1783;30;54
Mödling;317;119115;3726;86;76
Neunkirchen;318;86343;3258;72;113
Sankt Pölten(Land);319;131729;4643;88;84
Scheibbs;320;41414;2354;30;83
Tulln;321;104593;3437;51;114
Waidhofen an der Thaya;322;25682;943;13;31
Wiener Neustadt(Land);323;78307;2560;48;105
Zwettl;325;41987;2098;21;102
Linz(Stadt);401;206595;9276;191;125
Steyr(Stadt);402;38056;1664;18;19
Wels(Stadt);403;62470;3375;55;128
Braunau am Inn;404;105553;4980;61;147
Eferding;405;33178;2135;27;29
Freistadt;406;66861;3937;79;89
Gmunden;407;101859;5289;87;161
Grieskirchen;408;64875;4069;63;67
Kirchdorf an der Krems;409;57071;2744;67;58
Linz-Land;410;151371;6872;77;99
Perg;411;68968;3894;53;71
Ried im Innkreis;412;61690;4016;84;105
Rohrbach;413;56545;4163;90;56
Schärding;414;57391;3929;59;64
Steyr-Land;415;60717;3237;60;38
Urfahr-Umgebung;416;86005;4810;68;44
Vöcklabruck;417;137297;7292;125;145
Wels-Land;418;73777;3366;47;66
Salzburg(Stadt);501;155021;7547;90;321
Hallein;502;60824;4573;38;149
Salzburg-Umgebung;503;153492;8241;87;252
Sankt Johann im Pongau;504;81194;6264;83;231
Tamsweg;505;20251;1835;32;106
Zell am See;506;87628;5133;88;157
Graz(Stadt);601;291072;9899;225;244
Deutschlandsberg;603;60867;2224;75;90
Graz-Umgebung;606;156070;5320;207;138
Leibnitz;610;84756;3430;77;81
Leoben;611;59700;2228;84;37
Liezen;612;79652;3614;88;135
Murau;614;27543;1175;18;36
Voitsberg;616;51044;2120;83;55
Weiz;617;90654;3065;108;62
Murtal;620;71698;3194;131;102
Bruck-Mürzzuschlag;621;98697;4040;187;110
Hartberg-Fürstenfeld;622;90606;4079;149;95
Südoststeiermark;623;84036;3505;123;174
Innsbruck-Stadt;701;131961;6702;82;79
Imst;702;60474;3246;31;38
Innsbruck-Land;703;180453;9624;118;144
Kitzbühel;704;64168;3185;36;85
Kufstein;705;110287;6749;117;98
Landeck;706;44386;2825;38;25
Lienz;707;48738;2976;39;133
Reutte;708;32838;1146;4;29
Schwaz;709;84329;7204;110;134
Bludenz;801;64107;3154;38;117
Bregenz;802;134987;6851;89;265
Dornbirn;803;89912;5606;49;184
Feldkirch;804;108133;5940;67;170
Wien;900;1911191;79536;1410;1806
