Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;534;9;20
Rust(Stadt);102;1980;60;0;6
Eisenstadt-Umgebung;103;43236;1292;19;46
Güssing;104;25699;1004;18;67
Jennersdorf;105;17097;661;17;30
Mattersburg;106;40042;1233;21;55
Neusiedl am See;107;59990;1731;27;109
Oberpullendorf;108;37384;1411;18;54
Oberwart;109;54192;1931;51;51
Klagenfurt Stadt;201;101300;3978;128;117
Villach Stadt;202;62882;2157;48;88
Hermagor;203;18054;1010;15;85
Klagenfurt Land;204;60014;2419;26;122
Sankt Veit an der Glan;205;54186;2585;75;224
Spittal an der Drau;206;75868;2266;32;231
Villach Land;207;64618;2421;58;135
Völkermarkt;208;41862;2408;43;114
Wolfsberg;209;52607;2421;60;121
Feldkirchen;210;29902;1391;33;112
Krems an der Donau(Stadt);301;25036;888;29;20
Sankt Pölten(Stadt);302;55514;2268;32;64
Waidhofen an der Ybbs(Stadt);303;11222;546;7;39
Wiener Neustadt(Stadt);304;45823;1690;31;100
Amstetten;305;116520;6521;102;262
Baden;306;146751;4667;68;302
Bruck an der Leitha;307;103735;2951;55;125
Gänserndorf;308;104782;2484;28;165
Gmünd;309;36553;1545;33;36
Hollabrunn;310;51033;1202;26;33
Horn;311;30936;631;10;12
Korneuburg;312;91254;2365;29;80
Krems(Land);313;56487;1996;26;50
Lilienfeld;314;25655;976;29;19
Melk;315;78191;3248;68;117
Mistelbach;316;75625;1620;27;74
Mödling;317;119115;3482;68;142
Neunkirchen;318;86343;2983;59;176
Sankt Pölten(Land);319;131729;4401;81;137
Scheibbs;320;41414;2136;24;73
Tulln;321;104593;3098;40;147
Waidhofen an der Thaya;322;25682;872;13;35
Wiener Neustadt(Land);323;78307;2308;31;149
Zwettl;325;41987;1814;19;97
Linz(Stadt);401;206595;8826;171;203
Steyr(Stadt);402;38056;1614;18;39
Wels(Stadt);403;62470;3156;50;64
Braunau am Inn;404;105553;4569;57;193
Eferding;405;33178;2054;25;28
Freistadt;406;66861;3727;74;107
Gmunden;407;101859;4870;73;280
Grieskirchen;408;64875;3879;56;117
Kirchdorf an der Krems;409;57071;2560;55;176
Linz-Land;410;151371;6540;73;179
Perg;411;68968;3706;44;123
Ried im Innkreis;412;61690;3770;74;122
Rohrbach;413;56545;3989;87;96
Schärding;414;57391;3757;59;112
Steyr-Land;415;60717;3118;59;84
Urfahr-Umgebung;416;86005;4693;64;59
Vöcklabruck;417;137297;6913;116;250
Wels-Land;418;73777;3183;45;114
Salzburg(Stadt);501;155021;6773;70;426
Hallein;502;60824;4163;34;309
Salzburg-Umgebung;503;153492;7595;78;406
Sankt Johann im Pongau;504;81194;5667;79;281
Tamsweg;505;20251;1553;30;109
Zell am See;506;87628;4738;77;290
Graz(Stadt);601;291072;9313;209;286
Deutschlandsberg;603;60867;2013;59;143
Graz-Umgebung;606;156070;4978;196;211
Leibnitz;610;84756;3170;71;98
Leoben;611;59700;2121;78;91
Liezen;612;79652;3177;76;185
Murau;614;27543;1064;16;50
Voitsberg;616;51044;1969;73;59
Weiz;617;90654;2894;103;105
Murtal;620;71698;2917;119;169
Bruck-Mürzzuschlag;621;98697;3783;173;133
Hartberg-Fürstenfeld;622;90606;3846;139;162
Südoststeiermark;623;84036;3141;115;132
Innsbruck-Stadt;701;131961;6476;79;104
Imst;702;60474;3128;30;114
Innsbruck-Land;703;180453;9273;113;221
Kitzbühel;704;64168;2920;27;199
Kufstein;705;110287;6517;111;179
Landeck;706;44386;2716;31;89
Lienz;707;48738;2696;38;103
Reutte;708;32838;1017;3;45
Schwaz;709;84329;6898;102;130
Bludenz;801;64107;2928;38;95
Bregenz;802;134987;6371;84;185
Dornbirn;803;89912;5266;42;196
Feldkirch;804;108133;5521;64;217
Wien;900;1911191;74872;1187;2261
