time;Todesfälle;Timestamp
26.02.2020;0;2020-05-26T00:00:00
27.02.2020;0;2020-05-26T00:00:00
28.02.2020;0;2020-05-26T00:00:00
29.02.2020;0;2020-05-26T00:00:00
01.03.2020;0;2020-05-26T00:00:00
02.03.2020;0;2020-05-26T00:00:00
03.03.2020;0;2020-05-26T00:00:00
04.03.2020;0;2020-05-26T00:00:00
05.03.2020;0;2020-05-26T00:00:00
06.03.2020;0;2020-05-26T00:00:00
07.03.2020;0;2020-05-26T00:00:00
08.03.2020;0;2020-05-26T00:00:00
09.03.2020;0;2020-05-26T00:00:00
10.03.2020;0;2020-05-26T00:00:00
11.03.2020;0;2020-05-26T00:00:00
12.03.2020;1;2020-05-26T00:00:00
13.03.2020;1;2020-05-26T00:00:00
14.03.2020;1;2020-05-26T00:00:00
15.03.2020;3;2020-05-26T00:00:00
16.03.2020;5;2020-05-26T00:00:00
17.03.2020;7;2020-05-26T00:00:00
18.03.2020;11;2020-05-26T00:00:00
19.03.2020;14;2020-05-26T00:00:00
20.03.2020;19;2020-05-26T00:00:00
21.03.2020;22;2020-05-26T00:00:00
22.03.2020;30;2020-05-26T00:00:00
23.03.2020;40;2020-05-26T00:00:00
24.03.2020;50;2020-05-26T00:00:00
25.03.2020;59;2020-05-26T00:00:00
26.03.2020;72;2020-05-26T00:00:00
27.03.2020;89;2020-05-26T00:00:00
28.03.2020;106;2020-05-26T00:00:00
29.03.2020;120;2020-05-26T00:00:00
30.03.2020;139;2020-05-26T00:00:00
31.03.2020;156;2020-05-26T00:00:00
01.04.2020;167;2020-05-26T00:00:00
02.04.2020;186;2020-05-26T00:00:00
03.04.2020;203;2020-05-26T00:00:00
04.04.2020;223;2020-05-26T00:00:00
05.04.2020;244;2020-05-26T00:00:00
06.04.2020;268;2020-05-26T00:00:00
07.04.2020;294;2020-05-26T00:00:00
08.04.2020;312;2020-05-26T00:00:00
09.04.2020;330;2020-05-26T00:00:00
10.04.2020;350;2020-05-26T00:00:00
11.04.2020;364;2020-05-26T00:00:00
12.04.2020;375;2020-05-26T00:00:00
13.04.2020;396;2020-05-26T00:00:00
14.04.2020;408;2020-05-26T00:00:00
15.04.2020;423;2020-05-26T00:00:00
16.04.2020;445;2020-05-26T00:00:00
17.04.2020;458;2020-05-26T00:00:00
18.04.2020;473;2020-05-26T00:00:00
19.04.2020;488;2020-05-26T00:00:00
20.04.2020;495;2020-05-26T00:00:00
21.04.2020;510;2020-05-26T00:00:00
22.04.2020;520;2020-05-26T00:00:00
23.04.2020;523;2020-05-26T00:00:00
24.04.2020;529;2020-05-26T00:00:00
25.04.2020;539;2020-05-26T00:00:00
26.04.2020;548;2020-05-26T00:00:00
27.04.2020;551;2020-05-26T00:00:00
28.04.2020;562;2020-05-26T00:00:00
29.04.2020;566;2020-05-26T00:00:00
30.04.2020;571;2020-05-26T00:00:00
01.05.2020;573;2020-05-26T00:00:00
02.05.2020;575;2020-05-26T00:00:00
03.05.2020;579;2020-05-26T00:00:00
04.05.2020;581;2020-05-26T00:00:00
05.05.2020;583;2020-05-26T00:00:00
06.05.2020;586;2020-05-26T00:00:00
07.05.2020;587;2020-05-26T00:00:00
08.05.2020;592;2020-05-26T00:00:00
09.05.2020;594;2020-05-26T00:00:00
10.05.2020;596;2020-05-26T00:00:00
11.05.2020;597;2020-05-26T00:00:00
12.05.2020;597;2020-05-26T00:00:00
13.05.2020;598;2020-05-26T00:00:00
14.05.2020;600;2020-05-26T00:00:00
15.05.2020;600;2020-05-26T00:00:00
16.05.2020;601;2020-05-26T00:00:00
17.05.2020;601;2020-05-26T00:00:00
18.05.2020;603;2020-05-26T00:00:00
19.05.2020;604;2020-05-26T00:00:00
20.05.2020;607;2020-05-26T00:00:00
21.05.2020;609;2020-05-26T00:00:00
22.05.2020;610;2020-05-26T00:00:00
23.05.2020;611;2020-05-26T00:00:00
24.05.2020;611;2020-05-26T00:00:00
25.05.2020;611;2020-05-26T00:00:00
