Altersgruppe;Anzahl_demografisch;Timestamp
<5;0;2020-10-28T15:07:26
5-14;0;2020-10-28T15:07:26
15-24;0;2020-10-28T15:07:26
25-34;0;2020-10-28T15:07:26
35-44;0;2020-10-28T15:07:26
45-54;1;2020-10-28T15:07:26
55-64;2;2020-10-28T15:07:26
65-74;19;2020-10-28T15:07:26
75-84;56;2020-10-28T15:07:26
>84;187;2020-10-28T15:07:26
