Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;9180;160;1;2021-01-07T12:02:00
Kärnten;20318;502;2;2021-01-07T12:02:00
Niederösterreich;52102;885;3;2021-01-07T12:02:00
Oberösterreich;69857;1110;4;2021-01-07T12:02:00
Salzburg;26533;361;5;2021-01-07T12:02:00
Steiermark;39482;1116;6;2021-01-07T12:02:00
Tirol;39686;485;7;2021-01-07T12:02:00
Vorarlberg;19329;215;8;2021-01-07T12:02:00
Wien;70414;1146;9;2021-01-07T12:02:00
