Altersgruppe;Anzahl;Timestamp
<5;959;2020-10-20T15:02:00
5-14;4727;2020-10-20T15:02:00
15-24;12553;2020-10-20T15:02:00
25-34;12235;2020-10-20T15:02:00
35-44;9834;2020-10-20T15:02:00
45-54;11339;2020-10-20T15:02:00
55-64;8071;2020-10-20T15:02:00
65-74;3911;2020-10-20T15:02:00
75-84;3070;2020-10-20T15:02:00
>84;1887;2020-10-20T15:02:00
