Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;363;0;1;2020-07-29T08:00:00
Kärnten;431;0;2;2020-07-29T08:00:00
Niederösterreich;2971;0;3;2020-07-29T08:00:00
Oberösterreich;3032;0;4;2020-07-29T08:00:00
Salzburg;1232;0;5;2020-07-29T08:00:00
Steiermark;1791;0;6;2020-07-29T08:00:00
Tirol;3510;0;7;2020-07-29T08:00:00
Vorarlberg;902;0;8;2020-07-29T08:00:00
Wien;4147;0;9;2020-07-29T08:00:00
