Altersgruppe;Anzahl;Timestamp
<5;171;2020-07-03T19:00:00
5-14;552;2020-07-03T19:00:00
15-24;1802;2020-07-03T19:00:00
25-34;2645;2020-07-03T19:00:00
35-44;2620;2020-07-03T19:00:00
45-54;3626;2020-07-03T19:00:00
55-64;2839;2020-07-03T19:00:00
65-74;1471;2020-07-03T19:00:00
75-84;1409;2020-07-03T19:00:00
>84;924;2020-07-03T19:00:00
