Bundesland;Anzahl;GKZ;Timestamp
Wien;4448;9;2020-10-03T12:00:00
Vorarlberg;390;8;2020-10-03T12:00:00
Tirol;617;7;2020-10-03T12:00:00
Steiermark;523;6;2020-10-03T12:00:00
Salzburg;308;5;2020-10-03T12:00:00
Oberösterreich;817;4;2020-10-03T12:00:00
Niederösterreich;1132;3;2020-10-03T12:00:00
Kärnten;167;2;2020-10-03T12:00:00
Burgenland;176;1;2020-10-03T12:00:00
