Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;570;10;4
Rust(Stadt);102;1980;68;0;2
Eisenstadt-Umgebung;103;43236;1412;20;26
Güssing;104;25699;1214;36;54
Jennersdorf;105;17097;786;19;41
Mattersburg;106;40042;1412;24;30
Neusiedl am See;107;59990;2000;28;63
Oberpullendorf;108;37384;1534;23;27
Oberwart;109;54192;2093;54;49
Klagenfurt Stadt;201;101300;4357;139;96
Villach Stadt;202;62882;2375;56;71
Hermagor;203;18054;1227;17;49
Klagenfurt Land;204;60014;2832;54;86
Sankt Veit an der Glan;205;54186;2808;91;37
Spittal an der Drau;206;75868;3209;81;198
Villach Land;207;64618;2843;65;77
Völkermarkt;208;41862;2608;51;52
Wolfsberg;209;52607;2592;65;39
Feldkirchen;210;29902;1588;39;28
Krems an der Donau(Stadt);301;25036;956;23;13
Sankt Pölten(Stadt);302;55514;2424;43;27
Waidhofen an der Ybbs(Stadt);303;11222;616;10;2
Wiener Neustadt(Stadt);304;45823;2033;54;117
Amstetten;305;116520;7147;119;125
Baden;306;146751;5452;86;157
Bruck an der Leitha;307;103735;3332;65;94
Gänserndorf;308;104782;3077;39;171
Gmünd;309;36553;1706;34;27
Hollabrunn;310;51033;1361;29;59
Horn;311;30936;759;10;42
Korneuburg;312;91254;2628;38;54
Krems(Land);313;56487;2285;29;68
Lilienfeld;314;25655;1046;30;6
Melk;315;78191;3553;79;52
Mistelbach;316;75625;1929;30;113
Mödling;317;119115;3862;91;85
Neunkirchen;318;86343;3370;74;79
Sankt Pölten(Land);319;131729;4826;93;117
Scheibbs;320;41414;2433;32;42
Tulln;321;104593;3597;54;84
Waidhofen an der Thaya;322;25682;976;13;21
Wiener Neustadt(Land);323;78307;2707;52;89
Zwettl;325;41987;2201;24;52
Linz(Stadt);401;206595;9445;202;110
Steyr(Stadt);402;38056;1681;18;10
Wels(Stadt);403;62470;3486;57;61
Braunau am Inn;404;105553;5238;64;158
Eferding;405;33178;2190;28;30
Freistadt;406;66861;4020;81;54
Gmunden;407;101859;5525;90;140
Grieskirchen;408;64875;4172;67;57
Kirchdorf an der Krems;409;57071;2792;71;24
Linz-Land;410;151371;7032;78;92
Perg;411;68968;4000;57;55
Ried im Innkreis;412;61690;4131;86;68
Rohrbach;413;56545;4228;90;49
Schärding;414;57391;4016;60;49
Steyr-Land;415;60717;3276;62;21
Urfahr-Umgebung;416;86005;4894;69;45
Vöcklabruck;417;137297;7506;132;94
Wels-Land;418;73777;3488;47;95
Salzburg(Stadt);501;155021;7926;104;223
Hallein;502;60824;4834;52;177
Salzburg-Umgebung;503;153492;8593;92;221
Sankt Johann im Pongau;504;81194;6590;87;215
Tamsweg;505;20251;1957;35;69
Zell am See;506;87628;5262;91;86
Graz(Stadt);601;291072;10240;239;219
Deutschlandsberg;603;60867;2436;81;158
Graz-Umgebung;606;156070;5553;214;158
Leibnitz;610;84756;3590;79;83
Leoben;611;59700;2285;87;40
Liezen;612;79652;3809;93;110
Murau;614;27543;1238;18;45
Voitsberg;616;51044;2182;85;40
Weiz;617;90654;3262;114;126
Murtal;620;71698;3283;139;51
Bruck-Mürzzuschlag;621;98697;4217;197;128
Hartberg-Fürstenfeld;622;90606;4293;153;135
Südoststeiermark;623;84036;3816;130;160
Innsbruck-Stadt;701;131961;6833;85;82
Imst;702;60474;3305;32;37
Innsbruck-Land;703;180453;9835;121;136
Kitzbühel;704;64168;3306;37;61
Kufstein;705;110287;6914;123;92
Landeck;706;44386;2864;41;26
Lienz;707;48738;3213;39;144
Reutte;708;32838;1242;4;64
Schwaz;709;84329;7500;111;132
Bludenz;801;64107;3262;42;72
Bregenz;802;134987;7032;92;106
Dornbirn;803;89912;5815;59;143
Feldkirch;804;108133;6100;68;103
Wien;900;1911191;82473;1537;1842
