Bundesland;Anzahl;GKZ;Timestamp
Wien;7435;9;2020-12-10T18:02:00
Vorarlberg;2006;8;2020-12-10T18:02:00
Tirol;2974;7;2020-12-10T18:02:00
Steiermark;10166;6;2020-12-10T18:02:00
Salzburg;3320;5;2020-12-10T18:02:00
Oberösterreich;4567;4;2020-12-10T18:02:00
Niederösterreich;6360;3;2020-12-10T18:02:00
Kärnten;2030;2;2020-12-10T18:02:00
Burgenland;1002;1;2020-12-10T18:02:00
