Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;525;9;26
Rust(Stadt);102;1980;60;0;9
Eisenstadt-Umgebung;103;43236;1280;17;66
Güssing;104;25699;984;14;62
Jennersdorf;105;17097;645;16;25
Mattersburg;106;40042;1210;21;46
Neusiedl am See;107;59990;1678;27;112
Oberpullendorf;108;37384;1401;17;64
Oberwart;109;54192;1903;51;42
Klagenfurt Stadt;201;101300;3931;126;154
Villach Stadt;202;62882;2117;46;104
Hermagor;203;18054;971;15;95
Klagenfurt Land;204;60014;2380;25;155
Sankt Veit an der Glan;205;54186;2463;74;154
Spittal an der Drau;206;75868;2147;32;217
Villach Land;207;64618;2355;57;130
Völkermarkt;208;41862;2345;42;111
Wolfsberg;209;52607;2373;57;107
Feldkirchen;210;29902;1330;31;103
Krems an der Donau(Stadt);301;25036;881;29;24
Sankt Pölten(Stadt);302;55514;2235;32;60
Waidhofen an der Ybbs(Stadt);303;11222;532;7;63
Wiener Neustadt(Stadt);304;45823;1647;31;87
Amstetten;305;116520;6415;100;369
Baden;306;146751;4528;64;277
Bruck an der Leitha;307;103735;2880;55;119
Gänserndorf;308;104782;2414;27;189
Gmünd;309;36553;1525;33;45
Hollabrunn;310;51033;1193;26;36
Horn;311;30936;626;10;17
Korneuburg;312;91254;2328;27;76
Krems(Land);313;56487;1968;25;55
Lilienfeld;314;25655;966;28;17
Melk;315;78191;3198;66;126
Mistelbach;316;75625;1578;27;82
Mödling;317;119115;3422;60;149
Neunkirchen;318;86343;2894;56;199
Sankt Pölten(Land);319;131729;4330;79;158
Scheibbs;320;41414;2100;24;82
Tulln;321;104593;3017;40;144
Waidhofen an der Thaya;322;25682;855;13;29
Wiener Neustadt(Land);323;78307;2253;31;139
Zwettl;325;41987;1760;15;88
Linz(Stadt);401;206595;8719;166;228
Steyr(Stadt);402;38056;1595;17;38
Wels(Stadt);403;62470;3121;50;61
Braunau am Inn;404;105553;4494;54;184
Eferding;405;33178;2040;25;30
Freistadt;406;66861;3676;72;118
Gmunden;407;101859;4751;71;294
Grieskirchen;408;64875;3814;56;114
Kirchdorf an der Krems;409;57071;2496;54;172
Linz-Land;410;151371;6446;73;169
Perg;411;68968;3637;44;124
Ried im Innkreis;412;61690;3727;71;127
Rohrbach;413;56545;3938;86;97
Schärding;414;57391;3694;58;140
Steyr-Land;415;60717;3071;59;82
Urfahr-Umgebung;416;86005;4661;64;53
Vöcklabruck;417;137297;6803;115;319
Wels-Land;418;73777;3124;44;132
Salzburg(Stadt);501;155021;6527;67;405
Hallein;502;60824;4010;33;351
Salzburg-Umgebung;503;153492;7384;72;424
Sankt Johann im Pongau;504;81194;5518;79;307
Tamsweg;505;20251;1519;30;121
Zell am See;506;87628;4624;73;330
Graz(Stadt);601;291072;9201;203;358
Deutschlandsberg;603;60867;1921;53;141
Graz-Umgebung;606;156070;4875;192;231
Leibnitz;610;84756;3113;71;131
Leoben;611;59700;2082;77;79
Liezen;612;79652;3096;71;225
Murau;614;27543;1042;16;59
Voitsberg;616;51044;1932;73;48
Weiz;617;90654;2829;101;116
Murtal;620;71698;2851;116;192
Bruck-Mürzzuschlag;621;98697;3716;169;137
Hartberg-Fürstenfeld;622;90606;3760;138;160
Südoststeiermark;623;84036;3069;114;140
Innsbruck-Stadt;701;131961;6439;79;121
Imst;702;60474;3072;30;109
Innsbruck-Land;703;180453;9197;110;260
Kitzbühel;704;64168;2825;26;178
Kufstein;705;110287;6448;110;176
Landeck;706;44386;2682;30;113
Lienz;707;48738;2651;38;105
Reutte;708;32838;1001;3;58
Schwaz;709;84329;6848;100;141
Bludenz;801;64107;2876;38;90
Bregenz;802;134987;6289;83;224
Dornbirn;803;89912;5193;42;271
Feldkirch;804;108133;5422;62;236
Wien;900;1911191;73781;1157;2239
