Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;391;2;29
Rust(Stadt);102;1980;49;0;3
Eisenstadt-Umgebung;103;43236;1031;9;91
Güssing;104;25699;743;5;57
Jennersdorf;105;17097;524;10;61
Mattersburg;106;40042;989;10;151
Neusiedl am See;107;59990;1288;16;103
Oberpullendorf;108;37384;1179;13;96
Oberwart;109;54192;1602;43;104
Klagenfurt Stadt;201;101300;2976;57;383
Villach Stadt;202;62882;1471;17;164
Hermagor;203;18054;533;2;61
Klagenfurt Land;204;60014;1680;4;231
Sankt Veit an der Glan;205;54186;1848;14;308
Spittal an der Drau;206;75868;1395;11;340
Villach Land;207;64618;1625;10;353
Völkermarkt;208;41862;1691;8;184
Wolfsberg;209;52607;1774;19;340
Feldkirchen;210;29902;858;13;147
Krems an der Donau(Stadt);301;25036;774;23;67
Sankt Pölten(Stadt);302;55514;1765;18;243
Waidhofen an der Ybbs(Stadt);303;11222;358;4;43
Wiener Neustadt(Stadt);304;45823;1336;27;108
Amstetten;305;116520;4439;60;551
Baden;306;146751;3365;28;299
Bruck an der Leitha;307;103735;2225;25;204
Gänserndorf;308;104782;1721;22;128
Gmünd;309;36553;1143;26;98
Hollabrunn;310;51033;1019;15;66
Horn;311;30936;482;6;29
Korneuburg;312;91254;1944;15;118
Krems(Land);313;56487;1652;16;125
Lilienfeld;314;25655;755;13;68
Melk;315;78191;2366;33;305
Mistelbach;316;75625;1278;23;108
Mödling;317;119115;2650;37;181
Neunkirchen;318;86343;2051;31;264
Sankt Pölten(Land);319;131729;3480;51;379
Scheibbs;320;41414;1649;11;182
Tulln;321;104593;2435;26;189
Waidhofen an der Thaya;322;25682;706;9;65
Wiener Neustadt(Land);323;78307;1692;25;174
Zwettl;325;41987;1282;7;155
Linz(Stadt);401;206595;7283;94;705
Steyr(Stadt);402;38056;1301;10;104
Wels(Stadt);403;62470;2634;25;264
Braunau am Inn;404;105553;3364;26;459
Eferding;405;33178;1787;20;105
Freistadt;406;66861;3022;43;174
Gmunden;407;101859;3408;33;280
Grieskirchen;408;64875;3174;28;248
Kirchdorf an der Krems;409;57071;1769;26;162
Linz-Land;410;151371;5382;48;518
Perg;411;68968;2989;28;274
Ried im Innkreis;412;61690;3111;42;226
Rohrbach;413;56545;3427;62;213
Schärding;414;57391;2786;14;309
Steyr-Land;415;60717;2496;38;190
Urfahr-Umgebung;416;86005;4115;37;303
Vöcklabruck;417;137297;5182;47;339
Wels-Land;418;73777;2508;22;224
Salzburg(Stadt);501;155021;4967;35;585
Hallein;502;60824;2805;22;232
Salzburg-Umgebung;503;153492;5670;36;587
Sankt Johann im Pongau;504;81194;4342;53;373
Tamsweg;505;20251;1069;15;241
Zell am See;506;87628;3361;36;409
Graz(Stadt);601;291072;7245;70;738
Deutschlandsberg;603;60867;1185;13;120
Graz-Umgebung;606;156070;3605;86;434
Leibnitz;610;84756;2412;40;263
Leoben;611;59700;1621;49;160
Liezen;612;79652;2271;30;231
Murau;614;27543;709;6;149
Voitsberg;616;51044;1624;43;184
Weiz;617;90654;2126;48;211
Murtal;620;71698;1967;36;352
Bruck-Mürzzuschlag;621;98697;2798;70;381
Hartberg-Fürstenfeld;622;90606;2838;84;330
Südoststeiermark;623;84036;2481;35;310
Innsbruck-Stadt;701;131961;5635;55;312
Imst;702;60474;2397;17;186
Innsbruck-Land;703;180453;7415;64;539
Kitzbühel;704;64168;2191;21;151
Kufstein;705;110287;5409;86;350
Landeck;706;44386;2079;24;77
Lienz;707;48738;1965;15;343
Reutte;708;32838;759;3;57
Schwaz;709;84329;6018;76;355
Bludenz;801;64107;2358;25;190
Bregenz;802;134987;5143;52;332
Dornbirn;803;89912;4167;31;179
Feldkirch;804;108133;4260;33;314
Wien;900;1911191;61259;697;3934
