Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;7886;133;1;2020-12-17T14:02:00
Kärnten;16709;354;2;2020-12-17T14:02:00
Niederösterreich;43573;679;3;2020-12-17T14:02:00
Oberösterreich;61427;865;4;2020-12-17T14:02:00
Salzburg;22048;286;5;2020-12-17T14:02:00
Steiermark;29561;702;6;2020-12-17T14:02:00
Tirol;35722;432;7;2020-12-17T14:02:00
Vorarlberg;16304;187;8;2020-12-17T14:02:00
Wien;61085;915;9;2020-12-17T14:02:00
