Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;612;11;1;2020-09-28T23:00:00
Kärnten;735;13;2;2020-09-28T23:00:00
Niederösterreich;5241;118;3;2020-09-28T23:00:00
Oberösterreich;5608;71;4;2020-09-28T23:00:00
Salzburg;1838;40;5;2020-09-28T23:00:00
Steiermark;2732;152;6;2020-09-28T23:00:00
Tirol;5320;102;7;2020-09-28T23:00:00
Vorarlberg;1366;22;8;2020-09-28T23:00:00
Wien;10600;245;9;2020-09-28T23:00:00
