Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;5441;70;1;2020-11-27T14:02:00
Kärnten;9803;133;2;2020-11-27T14:02:00
Niederösterreich;29271;368;3;2020-11-27T14:02:00
Oberösterreich;44169;475;4;2020-11-27T14:02:00
Salzburg;13937;150;5;2020-11-27T14:02:00
Steiermark;17172;463;6;2020-11-27T14:02:00
Tirol;26180;283;7;2020-11-27T14:02:00
Vorarlberg;12013;108;8;2020-11-27T14:02:00
Wien;45265;613;9;2020-11-27T14:02:00
