Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;826;9;34
Rust(Stadt);102;1980;71;0;1
Eisenstadt-Umgebung;103;43236;2051;23;140
Güssing;104;25699;1648;45;72
Jennersdorf;105;17097;1149;22;39
Mattersburg;106;40042;2000;27;143
Neusiedl am See;107;59990;2815;32;116
Oberpullendorf;108;37384;2001;32;109
Oberwart;109;54192;3053;73;239
Klagenfurt Stadt;201;101300;5370;151;161
Villach Stadt;202;62882;3090;62;129
Hermagor;203;18054;1777;27;27
Klagenfurt Land;204;60014;3560;61;134
Sankt Veit an der Glan;205;54186;3365;95;74
Spittal an der Drau;206;75868;4544;108;225
Villach Land;207;64618;3772;71;142
Völkermarkt;208;41862;3154;57;90
Wolfsberg;209;52607;2987;68;92
Feldkirchen;210;29902;1958;44;75
Krems an der Donau(Stadt);301;25036;1177;26;45
Sankt Pölten(Stadt);302;55514;3109;50;123
Waidhofen an der Ybbs(Stadt);303;11222;751;13;45
Wiener Neustadt(Stadt);304;45823;3392;62;133
Amstetten;305;116520;8335;122;375
Baden;306;146751;8394;103;488
Bruck an der Leitha;307;103735;4987;72;260
Gänserndorf;308;104782;4757;56;227
Gmünd;309;36553;2318;37;117
Hollabrunn;310;51033;2184;49;135
Horn;311;30936;1197;12;70
Korneuburg;312;91254;3734;43;227
Krems(Land);313;56487;2819;35;85
Lilienfeld;314;25655;1339;33;72
Melk;315;78191;4609;88;291
Mistelbach;316;75625;3217;33;184
Mödling;317;119115;5403;104;298
Neunkirchen;318;86343;5113;86;327
Sankt Pölten(Land);319;131729;6464;112;347
Scheibbs;320;41414;3116;32;177
Tulln;321;104593;4607;79;186
Waidhofen an der Thaya;322;25682;1503;14;82
Wiener Neustadt(Land);323;78307;4462;68;273
Zwettl;325;41987;2829;31;107
Linz(Stadt);401;206595;11139;209;284
Steyr(Stadt);402;38056;1956;18;80
Wels(Stadt);403;62470;4500;64;206
Braunau am Inn;404;105553;7313;78;405
Eferding;405;33178;2493;30;66
Freistadt;406;66861;4786;89;190
Gmunden;407;101859;6712;96;280
Grieskirchen;408;64875;4641;68;90
Kirchdorf an der Krems;409;57071;3612;77;151
Linz-Land;410;151371;8416;82;305
Perg;411;68968;5069;65;169
Ried im Innkreis;412;61690;4961;92;149
Rohrbach;413;56545;4781;93;57
Schärding;414;57391;4618;65;104
Steyr-Land;415;60717;3723;64;92
Urfahr-Umgebung;416;86005;5506;69;103
Vöcklabruck;417;137297;9370;145;516
Wels-Land;418;73777;4586;55;180
Salzburg(Stadt);501;155021;10004;126;436
Hallein;502;60824;5749;59;157
Salzburg-Umgebung;503;153492;10742;108;487
Sankt Johann im Pongau;504;81194;8694;106;199
Tamsweg;505;20251;2256;39;52
Zell am See;506;87628;6345;100;234
Graz(Stadt);601;291072;13119;269;460
Deutschlandsberg;603;60867;3202;91;133
Graz-Umgebung;606;156070;7151;229;273
Leibnitz;610;84756;4897;97;189
Leoben;611;59700;2888;99;96
Liezen;612;79652;4651;103;177
Murau;614;27543;1546;22;92
Voitsberg;616;51044;2675;91;102
Weiz;617;90654;4873;137;242
Murtal;620;71698;3937;154;137
Bruck-Mürzzuschlag;621;98697;5331;232;136
Hartberg-Fürstenfeld;622;90606;6093;170;273
Südoststeiermark;623;84036;5059;161;207
Innsbruck-Stadt;701;131961;7822;90;291
Imst;702;60474;4172;35;152
Innsbruck-Land;703;180453;11300;132;429
Kitzbühel;704;64168;3946;39;123
Kufstein;705;110287;8077;129;299
Landeck;706;44386;3243;44;88
Lienz;707;48738;4290;42;190
Reutte;708;32838;1523;4;65
Schwaz;709;84329;8621;126;232
Bludenz;801;64107;3630;45;48
Bregenz;802;134987;7716;97;209
Dornbirn;803;89912;6331;66;111
Feldkirch;804;108133;6861;72;141
Wien;900;1911191;112818;1890;6553
