Altersgruppe;Anzahl;Timestamp
<5;2923;2021-01-02T19:02:00
5-14;20046;2021-01-02T19:02:00
15-24;51083;2021-01-02T19:02:00
25-34;59071;2021-01-02T19:02:00
35-44;53907;2021-01-02T19:02:00
45-54;65081;2021-01-02T19:02:00
55-64;49835;2021-01-02T19:02:00
65-74;24747;2021-01-02T19:02:00
75-84;21621;2021-01-02T19:02:00
>84;14757;2021-01-02T19:02:00
