time;tägliche Erkrankungen;Timestamp
25.02.2020;2;2021-01-06T11:42:50
26.02.2020;0;2021-01-06T11:42:50
27.02.2020;3;2021-01-06T11:42:50
28.02.2020;5;2021-01-06T11:42:50
29.02.2020;2;2021-01-06T11:42:50
01.03.2020;1;2021-01-06T11:42:50
02.03.2020;8;2021-01-06T11:42:50
03.03.2020;7;2021-01-06T11:42:50
04.03.2020;11;2021-01-06T11:42:50
05.03.2020;16;2021-01-06T11:42:50
06.03.2020;19;2021-01-06T11:42:50
07.03.2020;18;2021-01-06T11:42:50
08.03.2020;27;2021-01-06T11:42:50
09.03.2020;33;2021-01-06T11:42:50
10.03.2020;58;2021-01-06T11:42:50
11.03.2020;110;2021-01-06T11:42:50
12.03.2020;100;2021-01-06T11:42:50
13.03.2020;209;2021-01-06T11:42:50
14.03.2020;185;2021-01-06T11:42:50
15.03.2020;199;2021-01-06T11:42:50
16.03.2020;223;2021-01-06T11:42:50
17.03.2020;359;2021-01-06T11:42:50
18.03.2020;358;2021-01-06T11:42:50
19.03.2020;386;2021-01-06T11:42:50
20.03.2020;532;2021-01-06T11:42:50
21.03.2020;473;2021-01-06T11:42:50
22.03.2020;625;2021-01-06T11:42:50
23.03.2020;748;2021-01-06T11:42:50
24.03.2020;683;2021-01-06T11:42:50
25.03.2020;733;2021-01-06T11:42:50
26.03.2020;1060;2021-01-06T11:42:50
27.03.2020;830;2021-01-06T11:42:50
28.03.2020;676;2021-01-06T11:42:50
29.03.2020;528;2021-01-06T11:42:50
30.03.2020;622;2021-01-06T11:42:50
31.03.2020;574;2021-01-06T11:42:50
01.04.2020;509;2021-01-06T11:42:50
02.04.2020;460;2021-01-06T11:42:50
03.04.2020;417;2021-01-06T11:42:50
04.04.2020;295;2021-01-06T11:42:50
05.04.2020;175;2021-01-06T11:42:50
06.04.2020;276;2021-01-06T11:42:50
07.04.2020;304;2021-01-06T11:42:50
08.04.2020;269;2021-01-06T11:42:50
09.04.2020;293;2021-01-06T11:42:50
10.04.2020;372;2021-01-06T11:42:50
11.04.2020;212;2021-01-06T11:42:50
12.04.2020;109;2021-01-06T11:42:50
13.04.2020;89;2021-01-06T11:42:50
14.04.2020;147;2021-01-06T11:42:50
15.04.2020;119;2021-01-06T11:42:50
16.04.2020;127;2021-01-06T11:42:50
17.04.2020;97;2021-01-06T11:42:50
18.04.2020;62;2021-01-06T11:42:50
19.04.2020;48;2021-01-06T11:42:50
