Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;10483;190;1;2021-02-01T10:02:00
Kärnten;24308;616;2;2021-02-01T10:02:00
Niederösterreich;60163;1081;3;2021-02-01T10:02:00
Oberösterreich;77151;1245;4;2021-02-01T10:02:00
Salzburg;31966;437;5;2021-02-01T10:02:00
Steiermark;45264;1223;6;2021-02-01T10:02:00
Tirol;43238;536;7;2021-02-01T10:02:00
Vorarlberg;21705;236;8;2021-02-01T10:02:00
Wien;78219;1440;9;2021-02-01T10:02:00
