Bezirk;Anzahl;Anzahl_Inzidenz;GKZ;Timestamp
Amstetten;432;372,048159567322;305;2020-10-08T12:02:00
Baden;716;489,730032899462;306;2020-10-08T12:02:00
Bludenz;474;743,949524437329;801;2020-10-08T12:02:00
Braunau am Inn;367;351,505631752356;404;2020-10-08T12:02:00
Bregenz;651;484,436275421742;802;2020-10-08T12:02:00
Bruck an der Leitha;488;478,384472110577;307;2020-10-08T12:02:00
Bruck-Mürzzuschlag;196;198,01179988685;621;2020-10-08T12:02:00
Deutschlandsberg;112;184,146922937801;603;2020-10-08T12:02:00
Dornbirn;519;582,877550791208;803;2020-10-08T12:02:00
Eferding;128;386,053806249246;405;2020-10-08T12:02:00
Eisenstadt(Stadt);47;321,104051376648;101;2020-10-08T12:02:00
Eisenstadt-Umgebung;128;298,180632236122;103;2020-10-08T12:02:00
Feldkirch;591;551,516904786346;804;2020-10-08T12:02:00
Feldkirchen;37;123,592878377927;210;2020-10-08T12:02:00
Freistadt;328;492,337251016947;406;2020-10-08T12:02:00
Gänserndorf;490;472,580676272592;308;2020-10-08T12:02:00
Gmünd;133;361,678405351753;309;2020-10-08T12:02:00
Gmunden;359;353,238677175271;407;2020-10-08T12:02:00
Graz(Stadt);1354;468,82682492746;601;2020-10-08T12:02:00
Graz-Umgebung;498;322,831583041618;606;2020-10-08T12:02:00
Grieskirchen;204;315,199085304615;408;2020-10-08T12:02:00
Güssing;97;376,012714656743;104;2020-10-08T12:02:00
Hallein;288;477,026534600987;502;2020-10-08T12:02:00
Hartberg-Fürstenfeld;411;453,532254860851;622;2020-10-08T12:02:00
Hermagor;57;312,774363476734;203;2020-10-08T12:02:00
Hollabrunn;116;228,086043493649;310;2020-10-08T12:02:00
Horn;122;392,409134770023;311;2020-10-08T12:02:00
Imst;457;760,956440655388;702;2020-10-08T12:02:00
Innsbruck-Land;1069;596,147626005197;703;2020-10-08T12:02:00
Innsbruck-Stadt;1434;1085,45908712437;701;2020-10-08T12:02:00
Jennersdorf;19;111,332473924763;105;2020-10-08T12:02:00
Kirchdorf an der Krems;148;260,260964372384;409;2020-10-08T12:02:00
Kitzbühel;482;754,527950407789;704;2020-10-08T12:02:00
Klagenfurt Land;110;183,946488294314;204;2020-10-08T12:02:00
Klagenfurt Stadt;227;225,160439211641;201;2020-10-08T12:02:00
Korneuburg;478;525,916227486274;312;2020-10-08T12:02:00
Krems an der Donau(Stadt);143;574,851262260814;301;2020-10-08T12:02:00
Krems(Land);340;600,749169552619;313;2020-10-08T12:02:00
Kufstein;996;908,079721376342;705;2020-10-08T12:02:00
Landeck;1193;2689,23853748704;706;2020-10-08T12:02:00
Leibnitz;276;334,610348673682;610;2020-10-08T12:02:00
Leoben;126;209,79020979021;611;2020-10-08T12:02:00
Lienz;185;379,463827867003;707;2020-10-08T12:02:00
Liezen (inkl. Gröbming);215;269,082990200373;612;2020-10-08T12:02:00
Lilienfeld;108;418,410041841004;314;2020-10-08T12:02:00
Linz(Stadt);1510;733,98598135384;401;2020-10-08T12:02:00
