Altersgruppe;Anzahl;Timestamp
<5;2844;2020-12-26T11:02:00
5-14;19222;2020-12-26T11:02:00
15-24;49262;2020-12-26T11:02:00
25-34;56757;2020-12-26T11:02:00
35-44;51712;2020-12-26T11:02:00
45-54;62472;2020-12-26T11:02:00
55-64;47746;2020-12-26T11:02:00
65-74;23627;2020-12-26T11:02:00
75-84;20511;2020-12-26T11:02:00
>84;13903;2020-12-26T11:02:00
