Bundesland;Anzahl;GKZ;Timestamp
Wien;3665;9;2021-01-11T23:02:00
Vorarlberg;1100;8;2021-01-11T23:02:00
Tirol;1575;7;2021-01-11T23:02:00
Steiermark;3143;6;2021-01-11T23:02:00
Salzburg;2215;5;2021-01-11T23:02:00
Oberösterreich;2354;4;2021-01-11T23:02:00
Niederösterreich;2756;3;2021-01-11T23:02:00
Kärnten;1097;2;2021-01-11T23:02:00
Burgenland;574;1;2021-01-11T23:02:00
