Altersgruppe;Anzahl;Timestamp
<5;2;2020-12-07T09:02:00
5-14;0;2020-12-07T09:02:00
15-24;1;2020-12-07T09:02:00
25-34;4;2020-12-07T09:02:00
35-44;9;2020-12-07T09:02:00
45-54;50;2020-12-07T09:02:00
55-64;146;2020-12-07T09:02:00
65-74;488;2020-12-07T09:02:00
75-84;1254;2020-12-07T09:02:00
>84;1609;2020-12-07T09:02:00
