Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;540;10;14
Rust(Stadt);102;1980;61;0;1
Eisenstadt-Umgebung;103;43236;1306;19;36
Güssing;104;25699;1024;18;57
Jennersdorf;105;17097;666;17;24
Mattersburg;106;40042;1244;21;48
Neusiedl am See;107;59990;1767;27;118
Oberpullendorf;108;37384;1431;18;49
Oberwart;109;54192;1946;51;53
Klagenfurt Stadt;201;101300;4055;128;149
Villach Stadt;202;62882;2178;48;74
Hermagor;203;18054;1024;15;70
Klagenfurt Land;204;60014;2488;27;138
Sankt Veit an der Glan;205;54186;2631;75;215
Spittal an der Drau;206;75868;2368;36;252
Villach Land;207;64618;2460;58;133
Völkermarkt;208;41862;2435;45;108
Wolfsberg;209;52607;2444;60;107
Feldkirchen;210;29902;1420;36;119
Krems an der Donau(Stadt);301;25036;899;29;22
Sankt Pölten(Stadt);302;55514;2278;33;69
Waidhofen an der Ybbs(Stadt);303;11222;563;8;36
Wiener Neustadt(Stadt);304;45823;1744;31;117
Amstetten;305;116520;6641;103;280
Baden;306;146751;4767;69;278
Bruck an der Leitha;307;103735;2985;55;116
Gänserndorf;308;104782;2537;28;155
Gmünd;309;36553;1573;33;49
Hollabrunn;310;51033;1218;26;26
Horn;311;30936;636;10;10
Korneuburg;312;91254;2392;29;81
Krems(Land);313;56487;2027;26;65
Lilienfeld;314;25655;985;29;24
Melk;315;78191;3294;69;115
Mistelbach;316;75625;1652;27;77
Mödling;317;119115;3536;75;129
Neunkirchen;318;86343;3037;61;181
Sankt Pölten(Land);319;131729;4452;82;136
Scheibbs;320;41414;2168;25;82
Tulln;321;104593;3167;45;166
Waidhofen an der Thaya;322;25682;884;13;36
Wiener Neustadt(Land);323;78307;2361;35;141
Zwettl;325;41987;1872;19;128
Linz(Stadt);401;206595;8928;174;226
Steyr(Stadt);402;38056;1623;18;41
Wels(Stadt);403;62470;3175;50;62
Braunau am Inn;404;105553;4661;60;221
Eferding;405;33178;2077;26;38
Freistadt;406;66861;3762;76;106
Gmunden;407;101859;4952;80;257
Grieskirchen;408;64875;3918;58;117
Kirchdorf an der Krems;409;57071;2601;57;120
Linz-Land;410;151371;6620;73;191
Perg;411;68968;3752;46;137
Ried im Innkreis;412;61690;3798;75;103
Rohrbach;413;56545;4022;87;101
Schärding;414;57391;3801;59;126
Steyr-Land;415;60717;3154;59;97
Urfahr-Umgebung;416;86005;4719;65;68
Vöcklabruck;417;137297;6997;118;231
Wels-Land;418;73777;3220;46;113
Salzburg(Stadt);501;155021;6935;73;474
Hallein;502;60824;4248;34;266
Salzburg-Umgebung;503;153492;7716;78;377
Sankt Johann im Pongau;504;81194;5754;79;268
Tamsweg;505;20251;1607;31;94
Zell am See;506;87628;4801;78;253
Graz(Stadt);601;291072;9435;210;303
Deutschlandsberg;603;60867;2057;64;151
Graz-Umgebung;606;156070;5059;200;232
Leibnitz;610;84756;3224;71;119
Leoben;611;59700;2143;78;83
Liezen;612;79652;3278;77;211
Murau;614;27543;1082;16;47
Voitsberg;616;51044;2012;74;91
Weiz;617;90654;2941;103;131
Murtal;620;71698;2973;120;148
Bruck-Mürzzuschlag;621;98697;3828;178;130
Hartberg-Fürstenfeld;622;90606;3898;139;176
Südoststeiermark;623;84036;3191;118;162
Innsbruck-Stadt;701;131961;6514;80;88
Imst;702;60474;3156;30;97
Innsbruck-Land;703;180453;9346;113;176
Kitzbühel;704;64168;2966;30;177
Kufstein;705;110287;6575;114;137
Landeck;706;44386;2755;31;90
Lienz;707;48738;2748;38;112
Reutte;708;32838;1064;3;70
Schwaz;709;84329;6952;102;117
Bludenz;801;64107;2957;38;93
Bregenz;802;134987;6447;84;202
Dornbirn;803;89912;5315;44;159
Feldkirch;804;108133;5597;65;212
Wien;900;1911191;75768;1219;2488
