Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;943;11;11
Rust(Stadt);102;1980;75;0;1
Eisenstadt-Umgebung;103;43236;2327;25;27
Güssing;104;25699;1827;55;21
Jennersdorf;105;17097;1299;25;17
Mattersburg;106;40042;2257;32;32
Neusiedl am See;107;59990;3229;39;23
Oberpullendorf;108;37384;2240;42;16
Oberwart;109;54192;3630;87;44
Klagenfurt Stadt;201;101300;6096;157;111
Villach Stadt;202;62882;3771;68;106
Hermagor;203;18054;1867;28;7
Klagenfurt Land;204;60014;4101;65;68
Sankt Veit an der Glan;205;54186;3872;97;48
Spittal an der Drau;206;75868;5641;121;162
Villach Land;207;64618;4350;80;56
Völkermarkt;208;41862;3593;61;46
Wolfsberg;209;52607;3400;73;28
Feldkirchen;210;29902;2339;52;54
Krems an der Donau(Stadt);301;25036;1352;29;19
Sankt Pölten(Stadt);302;55514;3703;55;82
Waidhofen an der Ybbs(Stadt);303;11222;886;14;13
Wiener Neustadt(Stadt);304;45823;3823;86;36
Amstetten;305;116520;9748;129;127
Baden;306;146751;9709;123;88
Bruck an der Leitha;307;103735;5951;87;65
Gänserndorf;308;104782;5674;64;62
Gmünd;309;36553;2660;43;20
Hollabrunn;310;51033;2546;52;31
Horn;311;30936;1491;26;29
Korneuburg;312;91254;4236;49;59
Krems(Land);313;56487;3209;40;55
Lilienfeld;314;25655;1596;41;53
Melk;315;78191;5653;101;66
Mistelbach;316;75625;3684;34;56
Mödling;317;119115;6287;114;47
Neunkirchen;318;86343;5856;97;56
Sankt Pölten(Land);319;131729;7573;134;127
Scheibbs;320;41414;3722;42;41
Tulln;321;104593;5284;82;47
Waidhofen an der Thaya;322;25682;1670;14;5
Wiener Neustadt(Land);323;78307;5143;92;39
Zwettl;325;41987;3282;38;31
Linz(Stadt);401;206595;13242;216;287
Steyr(Stadt);402;38056;2336;18;61
Wels(Stadt);403;62470;5408;69;129
Braunau am Inn;404;105553;8899;105;179
Eferding;405;33178;2735;33;20
Freistadt;406;66861;5391;93;87
Gmunden;407;101859;7624;106;92
Grieskirchen;408;64875;5133;68;81
Kirchdorf an der Krems;409;57071;4086;81;68
Linz-Land;410;151371;9889;86;224
Perg;411;68968;5708;72;91
Ried im Innkreis;412;61690;5795;98;77
Rohrbach;413;56545;5069;96;43
Schärding;414;57391;5280;69;54
Steyr-Land;415;60717;4142;68;57
Urfahr-Umgebung;416;86005;5994;73;65
Vöcklabruck;417;137297;11261;156;207
Wels-Land;418;73777;5485;61;120
Salzburg(Stadt);501;155021;11476;136;163
Hallein;502;60824;6526;64;142
Salzburg-Umgebung;503;153492;12243;120;127
Sankt Johann im Pongau;504;81194;9440;115;98
Tamsweg;505;20251;2459;40;23
Zell am See;506;87628;7178;105;65
Graz(Stadt);601;291072;15620;299;372
Deutschlandsberg;603;60867;3928;107;145
Graz-Umgebung;606;156070;8428;245;178
Leibnitz;610;84756;5753;110;127
Leoben;611;59700;3276;110;40
Liezen;612;79652;5338;112;76
Murau;614;27543;1905;29;50
Voitsberg;616;51044;3292;113;86
Weiz;617;90654;5936;143;217
Murtal;620;71698;4820;165;186
Bruck-Mürzzuschlag;621;98697;5910;245;65
Hartberg-Fürstenfeld;622;90606;7154;181;175
Südoststeiermark;623;84036;5866;169;137
Innsbruck-Stadt;701;131961;9342;95;181
Imst;702;60474;4884;37;145
Innsbruck-Land;703;180453;13276;136;233
Kitzbühel;704;64168;4359;42;33
Kufstein;705;110287;9284;137;126
Landeck;706;44386;3547;47;47
Lienz;707;48738;5210;46;88
Reutte;708;32838;1957;6;50
Schwaz;709;84329;8989;131;48
Bludenz;801;64107;4036;46;57
Bregenz;802;134987;9266;102;296
Dornbirn;803;89912;7323;72;177
Feldkirch;804;108133;7943;76;222
Wien;900;1911191;133780;2243;2058
