Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;498;11;1;2020-09-14T17:00:00
Kärnten;640;13;2;2020-09-14T17:00:00
Niederösterreich;4077;115;3;2020-09-14T17:00:00
Oberösterreich;4731;65;4;2020-09-14T17:00:00
Salzburg;1618;40;5;2020-09-14T17:00:00
Steiermark;2346;144;6;2020-09-14T17:00:00
Tirol;4370;101;7;2020-09-14T17:00:00
Vorarlberg;1101;20;8;2020-09-14T17:00:00
Wien;7629;229;9;2020-09-14T17:00:00
