Bundesland;Anzahl;GKZ;Timestamp
Wien;511;9;2020-04-25T16:00:00
Vorarlberg;112;8;2020-04-25T16:00:00
Tirol;381;7;2020-04-25T16:00:00
Steiermark;572;6;2020-04-25T16:00:00
Salzburg;152;5;2020-04-25T16:00:00
Oberösterreich;166;4;2020-04-25T16:00:00
Niederösterreich;507;3;2020-04-25T16:00:00
Kärnten;30;2;2020-04-25T16:00:00
Burgenland;78;1;2020-04-25T16:00:00
