Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;163;0;93
Rust(Stadt);102;1980;14;0;8
Eisenstadt-Umgebung;103;43236;432;4;151
Güssing;104;25699;223;0;82
Jennersdorf;105;17097;128;1;66
Mattersburg;106;40042;359;1;105
Neusiedl am See;107;59990;575;10;139
Oberpullendorf;108;37384;381;2;142
Oberwart;109;54192;741;11;250
Klagenfurt Stadt;201;101300;821;10;330
Villach Stadt;202;62882;363;0;143
Hermagor;203;18054;158;0;64
Klagenfurt Land;204;60014;329;2;134
Sankt Veit an der Glan;205;54186;351;0;126
Spittal an der Drau;206;75868;228;1;78
Villach Land;207;64618;329;3;121
Völkermarkt;208;41862;323;3;92
Wolfsberg;209;52607;295;2;116
Feldkirchen;210;29902;168;1;76
Krems an der Donau(Stadt);301;25036;289;6;76
Sankt Pölten(Stadt);302;55514;691;8;189
Waidhofen an der Ybbs(Stadt);303;11222;94;3;32
Wiener Neustadt(Stadt);304;45823;691;0;217
Amstetten;305;116520;1297;20;471
Baden;306;146751;1559;8;390
Bruck an der Leitha;307;103735;1096;5;247
Gänserndorf;308;104782;926;7;161
Gmünd;309;36553;452;3;174
Hollabrunn;310;51033;351;2;154
Horn;311;30936;216;5;60
Korneuburg;312;91254;1054;7;255
Krems(Land);313;56487;716;9;195
Lilienfeld;314;25655;327;6;103
Melk;315;78191;724;6;180
Mistelbach;316;75625;576;12;82
Mödling;317;119115;1418;13;344
Neunkirchen;318;86343;944;10;246
Sankt Pölten(Land);319;131729;1366;14;351
Scheibbs;320;41414;399;2;172
Tulln;321;104593;1160;7;331
Waidhofen an der Thaya;322;25682;368;2;107
Wiener Neustadt(Land);323;78307;696;10;188
Zwettl;325;41987;467;3;128
Linz(Stadt);401;206595;3030;35;762
Steyr(Stadt);402;38056;500;2;184
Wels(Stadt);403;62470;1143;6;316
Braunau am Inn;404;105553;956;8;331
Eferding;405;33178;628;6;285
Freistadt;406;66861;944;12;338
Gmunden;407;101859;1370;3;539
Grieskirchen;408;64875;1136;1;493
Kirchdorf an der Krems;409;57071;445;4;186
Linz-Land;410;151371;2048;11;588
Perg;411;68968;933;5;296
Ried im Innkreis;412;61690;1146;3;430
Rohrbach;413;56545;1056;2;434
Schärding;414;57391;963;2;379
Steyr-Land;415;60717;848;13;324
Urfahr-Umgebung;416;86005;1182;7;424
Vöcklabruck;417;137297;1731;8;538
Wels-Land;418;73777;856;1;294
Salzburg(Stadt);501;155021;1638;4;511
Hallein;502;60824;1249;5;274
Salzburg-Umgebung;503;153492;2051;15;685
Sankt Johann im Pongau;504;81194;1763;17;531
Tamsweg;505;20251;218;2;83
Zell am See;506;87628;1002;9;220
Graz(Stadt);601;291072;2953;51;794
Deutschlandsberg;603;60867;388;3;147
Graz-Umgebung;606;156070;1265;48;364
Leibnitz;610;84756;844;14;322
Leoben;611;59700;532;5;193
Liezen;612;79652;756;3;286
Murau;614;27543;113;0;60
Voitsberg;616;51044;497;9;140
Weiz;617;90654;807;20;284
Murtal;620;71698;494;3;173
Bruck-Mürzzuschlag;621;98697;747;24;316
Hartberg-Fürstenfeld;622;90606;956;50;306
Südoststeiermark;623;84036;678;4;371
Innsbruck-Stadt;701;131961;3107;14;610
Imst;702;60474;997;6;216
Innsbruck-Land;703;180453;3016;15;837
Kitzbühel;704;64168;855;11;238
Kufstein;705;110287;2023;38;555
Landeck;706;44386;1487;18;130
Lienz;707;48738;438;6;118
Reutte;708;32838;280;1;93
Schwaz;709;84329;2180;17;598
Bludenz;801;64107;1002;7;264
Bregenz;802;134987;2003;15;665
Dornbirn;803;89912;1836;9;723
Feldkirch;804;108133;1710;7;487
Wien;900;1911191;34025;373;5797
