Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;710;9;49
Rust(Stadt);102;1980;70;0;0
Eisenstadt-Umgebung;103;43236;1845;23;129
Güssing;104;25699;1530;44;78
Jennersdorf;105;17097;1091;20;44
Mattersburg;106;40042;1789;25;104
Neusiedl am See;107;59990;2622;32;114
Oberpullendorf;108;37384;1846;27;96
Oberwart;109;54192;2711;64;128
Klagenfurt Stadt;201;101300;5179;150;180
Villach Stadt;202;62882;2892;61;105
Hermagor;203;18054;1753;25;48
Klagenfurt Land;204;60014;3364;61;114
Sankt Veit an der Glan;205;54186;3243;93;83
Spittal an der Drau;206;75868;4130;105;160
Villach Land;207;64618;3524;71;170
Völkermarkt;208;41862;3026;56;87
Wolfsberg;209;52607;2862;67;55
Feldkirchen;210;29902;1830;43;60
Krems an der Donau(Stadt);301;25036;1091;25;47
Sankt Pölten(Stadt);302;55514;2913;47;140
Waidhofen an der Ybbs(Stadt);303;11222;691;12;9
Wiener Neustadt(Stadt);304;45823;3107;62;226
Amstetten;305;116520;7772;122;132
Baden;306;146751;7485;100;435
Bruck an der Leitha;307;103735;4486;72;288
Gänserndorf;308;104782;4331;53;215
Gmünd;309;36553;2139;35;106
Hollabrunn;310;51033;1955;44;77
Horn;311;30936;1066;12;85
Korneuburg;312;91254;3360;42;181
Krems(Land);313;56487;2659;33;102
Lilienfeld;314;25655;1230;32;38
Melk;315;78191;4182;84;134
Mistelbach;316;75625;2922;33;132
Mödling;317;119115;4876;102;231
Neunkirchen;318;86343;4512;81;334
Sankt Pölten(Land);319;131729;5873;110;269
Scheibbs;320;41414;2835;32;124
Tulln;321;104593;4284;72;142
Waidhofen an der Thaya;322;25682;1367;14;82
Wiener Neustadt(Land);323;78307;3935;65;321
Zwettl;325;41987;2647;30;71
Linz(Stadt);401;206595;10627;208;318
Steyr(Stadt);402;38056;1846;18;38
Wels(Stadt);403;62470;4210;62;148
Braunau am Inn;404;105553;6666;73;255
Eferding;405;33178;2380;29;64
Freistadt;406;66861;4426;85;153
Gmunden;407;101859;6322;96;176
Grieskirchen;408;64875;4486;68;57
Kirchdorf an der Krems;409;57071;3286;75;173
Linz-Land;410;151371;7906;81;204
Perg;411;68968;4787;64;228
Ried im Innkreis;412;61690;4703;90;157
Rohrbach;413;56545;4677;92;99
Schärding;414;57391;4474;63;64
Steyr-Land;415;60717;3561;62;69
Urfahr-Umgebung;416;86005;5353;69;121
Vöcklabruck;417;137297;8631;139;304
Wels-Land;418;73777;4268;51;216
Salzburg(Stadt);501;155021;9336;124;435
Hallein;502;60824;5461;58;187
Salzburg-Umgebung;503;153492;10024;102;365
Sankt Johann im Pongau;504;81194;8238;103;350
Tamsweg;505;20251;2166;39;67
Zell am See;506;87628;5944;100;183
Graz(Stadt);601;291072;12364;264;390
Deutschlandsberg;603;60867;2965;90;92
Graz-Umgebung;606;156070;6681;223;187
Leibnitz;610;84756;4538;94;236
Leoben;611;59700;2707;93;90
Liezen;612;79652;4367;98;139
Murau;614;27543;1428;20;36
Voitsberg;616;51044;2455;89;70
Weiz;617;90654;4500;134;207
Murtal;620;71698;3711;150;89
Bruck-Mürzzuschlag;621;98697;5098;226;132
Hartberg-Fürstenfeld;622;90606;5637;165;177
Südoststeiermark;623;84036;4739;159;151
Innsbruck-Stadt;701;131961;7361;88;192
Imst;702;60474;3863;33;173
Innsbruck-Land;703;180453;10593;132;239
Kitzbühel;704;64168;3718;38;72
Kufstein;705;110287;7604;129;139
Landeck;706;44386;3104;43;54
Lienz;707;48738;4007;42;190
Reutte;708;32838;1415;4;10
Schwaz;709;84329;8261;125;139
Bludenz;801;64107;3556;45;37
Bregenz;802;134987;7425;97;68
Dornbirn;803;89912;6198;66;44
Feldkirch;804;108133;6657;71;81
Wien;900;1911191;101959;1791;5161
