Altersgruppe;Anzahl;Timestamp
<5;0;2021-01-05T08:02:00
5-14;0;2021-01-05T08:02:00
15-24;2;2021-01-05T08:02:00
25-34;5;2021-01-05T08:02:00
35-44;13;2021-01-05T08:02:00
45-54;71;2021-01-05T08:02:00
55-64;264;2021-01-05T08:02:00
65-74;776;2021-01-05T08:02:00
75-84;2000;2021-01-05T08:02:00
>84;2725;2021-01-05T08:02:00
