Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;8721;155;1;2020-12-30T14:02:00
Kärnten;19240;458;2;2020-12-30T14:02:00
Niederösterreich;49588;828;3;2020-12-30T14:02:00
Oberösterreich;67379;1035;4;2020-12-30T14:02:00
Salzburg;25009;337;5;2020-12-30T14:02:00
Steiermark;37114;1045;6;2020-12-30T14:02:00
Tirol;38328;478;7;2020-12-30T14:02:00
Vorarlberg;18348;208;8;2020-12-30T14:02:00
Wien;67263;1076;9;2020-12-30T14:02:00
