time;Todesfälle;Timestamp
26.02.2020;0;2020-04-29T12:59:59
27.02.2020;0;2020-04-29T12:59:59
28.02.2020;0;2020-04-29T12:59:59
29.02.2020;0;2020-04-29T12:59:59
01.03.2020;0;2020-04-29T12:59:59
02.03.2020;0;2020-04-29T12:59:59
03.03.2020;0;2020-04-29T12:59:59
04.03.2020;0;2020-04-29T12:59:59
05.03.2020;0;2020-04-29T12:59:59
06.03.2020;0;2020-04-29T12:59:59
07.03.2020;0;2020-04-29T12:59:59
08.03.2020;0;2020-04-29T12:59:59
09.03.2020;0;2020-04-29T12:59:59
10.03.2020;0;2020-04-29T12:59:59
11.03.2020;0;2020-04-29T12:59:59
12.03.2020;1;2020-04-29T12:59:59
13.03.2020;1;2020-04-29T12:59:59
14.03.2020;1;2020-04-29T12:59:59
15.03.2020;3;2020-04-29T12:59:59
16.03.2020;5;2020-04-29T12:59:59
17.03.2020;7;2020-04-29T12:59:59
18.03.2020;11;2020-04-29T12:59:59
19.03.2020;14;2020-04-29T12:59:59
20.03.2020;19;2020-04-29T12:59:59
21.03.2020;22;2020-04-29T12:59:59
22.03.2020;30;2020-04-29T12:59:59
23.03.2020;40;2020-04-29T12:59:59
24.03.2020;50;2020-04-29T12:59:59
25.03.2020;59;2020-04-29T12:59:59
26.03.2020;71;2020-04-29T12:59:59
27.03.2020;88;2020-04-29T12:59:59
28.03.2020;105;2020-04-29T12:59:59
29.03.2020;119;2020-04-29T12:59:59
30.03.2020;138;2020-04-29T12:59:59
31.03.2020;156;2020-04-29T12:59:59
01.04.2020;167;2020-04-29T12:59:59
02.04.2020;186;2020-04-29T12:59:59
03.04.2020;203;2020-04-29T12:59:59
04.04.2020;223;2020-04-29T12:59:59
05.04.2020;244;2020-04-29T12:59:59
06.04.2020;268;2020-04-29T12:59:59
07.04.2020;295;2020-04-29T12:59:59
08.04.2020;313;2020-04-29T12:59:59
09.04.2020;331;2020-04-29T12:59:59
10.04.2020;349;2020-04-29T12:59:59
11.04.2020;363;2020-04-29T12:59:59
12.04.2020;374;2020-04-29T12:59:59
13.04.2020;395;2020-04-29T12:59:59
14.04.2020;407;2020-04-29T12:59:59
15.04.2020;421;2020-04-29T12:59:59
16.04.2020;442;2020-04-29T12:59:59
17.04.2020;455;2020-04-29T12:59:59
18.04.2020;470;2020-04-29T12:59:59
19.04.2020;486;2020-04-29T12:59:59
20.04.2020;494;2020-04-29T12:59:59
21.04.2020;509;2020-04-29T12:59:59
22.04.2020;520;2020-04-29T12:59:59
23.04.2020;523;2020-04-29T12:59:59
24.04.2020;527;2020-04-29T12:59:59
25.04.2020;534;2020-04-29T12:59:59
26.04.2020;542;2020-04-29T12:59:59
27.04.2020;544;2020-04-29T12:59:59
28.04.2020;554;2020-04-29T12:59:59
29.04.2020;554;2020-04-29T12:59:59
