Altersgruppe;Anzahl;Timestamp
<5;2440;2020-12-02T10:02:00
5-14;16109;2020-12-02T10:02:00
15-24;42398;2020-12-02T10:02:00
25-34;47936;2020-12-02T10:02:00
35-44;42904;2020-12-02T10:02:00
45-54;51723;2020-12-02T10:02:00
55-64;39402;2020-12-02T10:02:00
65-74;19296;2020-12-02T10:02:00
75-84;15864;2020-12-02T10:02:00
>84;10017;2020-12-02T10:02:00
