Altersgruppe;Anzahl;Timestamp
<5;114;2020-05-29T18:00:00
5-14;398;2020-05-29T18:00:00
15-24;1554;2020-05-29T18:00:00
25-34;2365;2020-05-29T18:00:00
35-44;2348;2020-05-29T18:00:00
45-54;3394;2020-05-29T18:00:00
55-64;2708;2020-05-29T18:00:00
65-74;1437;2020-05-29T18:00:00
75-84;1366;2020-05-29T18:00:00
>84;902;2020-05-29T18:00:00
