time;Todesfälle;Timestamp
26.02.2020;0;2021-01-06T11:42:50
27.02.2020;0;2021-01-06T11:42:50
28.02.2020;0;2021-01-06T11:42:50
29.02.2020;0;2021-01-06T11:42:50
01.03.2020;0;2021-01-06T11:42:50
02.03.2020;0;2021-01-06T11:42:50
03.03.2020;0;2021-01-06T11:42:50
04.03.2020;0;2021-01-06T11:42:50
05.03.2020;0;2021-01-06T11:42:50
06.03.2020;0;2021-01-06T11:42:50
07.03.2020;0;2021-01-06T11:42:50
08.03.2020;0;2021-01-06T11:42:50
09.03.2020;0;2021-01-06T11:42:50
10.03.2020;0;2021-01-06T11:42:50
11.03.2020;0;2021-01-06T11:42:50
12.03.2020;1;2021-01-06T11:42:50
13.03.2020;1;2021-01-06T11:42:50
14.03.2020;2;2021-01-06T11:42:50
15.03.2020;3;2021-01-06T11:42:50
16.03.2020;5;2021-01-06T11:42:50
17.03.2020;7;2021-01-06T11:42:50
18.03.2020;11;2021-01-06T11:42:50
19.03.2020;14;2021-01-06T11:42:50
20.03.2020;19;2021-01-06T11:42:50
21.03.2020;23;2021-01-06T11:42:50
22.03.2020;31;2021-01-06T11:42:50
23.03.2020;43;2021-01-06T11:42:50
24.03.2020;53;2021-01-06T11:42:50
25.03.2020;62;2021-01-06T11:42:50
26.03.2020;78;2021-01-06T11:42:50
27.03.2020;96;2021-01-06T11:42:50
28.03.2020;114;2021-01-06T11:42:50
29.03.2020;128;2021-01-06T11:42:50
30.03.2020;148;2021-01-06T11:42:50
31.03.2020;166;2021-01-06T11:42:50
01.04.2020;177;2021-01-06T11:42:50
02.04.2020;197;2021-01-06T11:42:50
03.04.2020;215;2021-01-06T11:42:50
04.04.2020;236;2021-01-06T11:42:50
05.04.2020;258;2021-01-06T11:42:50
06.04.2020;286;2021-01-06T11:42:50
07.04.2020;315;2021-01-06T11:42:50
08.04.2020;332;2021-01-06T11:42:50
09.04.2020;353;2021-01-06T11:42:50
10.04.2020;375;2021-01-06T11:42:50
11.04.2020;390;2021-01-06T11:42:50
12.04.2020;402;2021-01-06T11:42:50
13.04.2020;423;2021-01-06T11:42:50
14.04.2020;436;2021-01-06T11:42:50
15.04.2020;451;2021-01-06T11:42:50
16.04.2020;473;2021-01-06T11:42:50
17.04.2020;486;2021-01-06T11:42:50
18.04.2020;501;2021-01-06T11:42:50
19.04.2020;517;2021-01-06T11:42:50
20.04.2020;525;2021-01-06T11:42:50
21.04.2020;542;2021-01-06T11:42:50
22.04.2020;553;2021-01-06T11:42:50
23.04.2020;557;2021-01-06T11:42:50
24.04.2020;564;2021-01-06T11:42:50
25.04.2020;578;2021-01-06T11:42:50
26.04.2020;587;2021-01-06T11:42:50
27.04.2020;591;2021-01-06T11:42:50
