Bundesland;Anzahl;GKZ;Timestamp
Wien;5398;9;2020-10-12T16:02:00
Vorarlberg;468;8;2020-10-12T16:02:00
Tirol;970;7;2020-10-12T16:02:00
Steiermark;699;6;2020-10-12T16:02:00
Salzburg;541;5;2020-10-12T16:02:00
Oberösterreich;1320;4;2020-10-12T16:02:00
Niederösterreich;1454;3;2020-10-12T16:02:00
Kärnten;255;2;2020-10-12T16:02:00
Burgenland;273;1;2020-10-12T16:02:00
