Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;863;11;44
Rust(Stadt);102;1980;71;0;0
Eisenstadt-Umgebung;103;43236;2118;23;91
Güssing;104;25699;1680;46;33
Jennersdorf;105;17097;1185;22;41
Mattersburg;106;40042;2051;30;69
Neusiedl am See;107;59990;2932;35;144
Oberpullendorf;108;37384;2071;34;82
Oberwart;109;54192;3242;74;222
Klagenfurt Stadt;201;101300;5515;151;190
Villach Stadt;202;62882;3233;62;161
Hermagor;203;18054;1811;28;40
Klagenfurt Land;204;60014;3624;61;83
Sankt Veit an der Glan;205;54186;3457;95;100
Spittal an der Drau;206;75868;4724;109;216
Villach Land;207;64618;3892;72;141
Völkermarkt;208;41862;3220;58;74
Wolfsberg;209;52607;3097;70;114
Feldkirchen;210;29902;2040;44;98
Krems an der Donau(Stadt);301;25036;1218;26;45
Sankt Pölten(Stadt);302;55514;3253;51;160
Waidhofen an der Ybbs(Stadt);303;11222;783;13;38
Wiener Neustadt(Stadt);304;45823;3522;68;158
Amstetten;305;116520;8746;123;486
Baden;306;146751;8805;105;487
Bruck an der Leitha;307;103735;5221;72;269
Gänserndorf;308;104782;4992;56;267
Gmünd;309;36553;2418;39;124
Hollabrunn;310;51033;2274;49;103
Horn;311;30936;1261;12;73
Korneuburg;312;91254;3892;45;196
Krems(Land);313;56487;2907;36;101
Lilienfeld;314;25655;1403;34;74
Melk;315;78191;4969;90;418
Mistelbach;316;75625;3334;33;133
Mödling;317;119115;5694;105;340
Neunkirchen;318;86343;5330;91;252
Sankt Pölten(Land);319;131729;6736;117;343
Scheibbs;320;41414;3302;32;220
Tulln;321;104593;4808;79;226
Waidhofen an der Thaya;322;25682;1547;14;62
Wiener Neustadt(Land);323;78307;4688;69;266
Zwettl;325;41987;2921;31;108
Linz(Stadt);401;206595;11451;211;350
Steyr(Stadt);402;38056;2035;18;88
Wels(Stadt);403;62470;4645;64;156
Braunau am Inn;404;105553;7648;87;398
Eferding;405;33178;2527;30;35
Freistadt;406;66861;4893;90;157
Gmunden;407;101859;6940;98;265
Grieskirchen;408;64875;4714;68;72
Kirchdorf an der Krems;409;57071;3747;78;145
Linz-Land;410;151371;8646;84;279
Perg;411;68968;5194;65;148
Ried im Innkreis;412;61690;5090;94;143
Rohrbach;413;56545;4830;93;53
Schärding;414;57391;4687;66;80
Steyr-Land;415;60717;3771;64;63
Urfahr-Umgebung;416;86005;5592;70;99
Vöcklabruck;417;137297;9734;145;374
Wels-Land;418;73777;4789;55;206
Salzburg(Stadt);501;155021;10281;128;373
Hallein;502;60824;5861;60;138
Salzburg-Umgebung;503;153492;11059;109;387
Sankt Johann im Pongau;504;81194;8856;108;193
Tamsweg;505;20251;2291;39;39
Zell am See;506;87628;6529;102;222
Graz(Stadt);601;291072;13467;270;449
Deutschlandsberg;603;60867;3300;92;127
Graz-Umgebung;606;156070;7359;232;280
Leibnitz;610;84756;5038;97;174
Leoben;611;59700;2966;102;95
Liezen;612;79652;4782;103;169
Murau;614;27543;1610;23;95
Voitsberg;616;51044;2760;94;106
Weiz;617;90654;5053;138;218
Murtal;620;71698;4051;154;152
Bruck-Mürzzuschlag;621;98697;5469;234;167
Hartberg-Fürstenfeld;622;90606;6298;171;262
Südoststeiermark;623;84036;5204;163;204
Innsbruck-Stadt;701;131961;8096;90;321
Imst;702;60474;4273;35;119
Innsbruck-Land;703;180453;11693;132;457
Kitzbühel;704;64168;4041;40;115
Kufstein;705;110287;8274;130;246
Landeck;706;44386;3321;44;89
Lienz;707;48738;4434;42;174
Reutte;708;32838;1570;4;56
Schwaz;709;84329;8728;127;134
Bludenz;801;64107;3682;45;57
Bregenz;802;134987;7859;97;173
Dornbirn;803;89912;6480;66;165
Feldkirch;804;108133;6983;74;147
Wien;900;1911191;117960;1949;6498
