Bundesland;Anzahl;GKZ;Timestamp
Wien;552;9;2020-07-29T07:00:00
Vorarlberg;27;8;2020-07-29T07:00:00
Tirol;50;7;2020-07-29T07:00:00
Steiermark;117;6;2020-07-29T07:00:00
Salzburg;80;5;2020-07-29T07:00:00
Oberösterreich;466;4;2020-07-29T07:00:00
Niederösterreich;251;3;2020-07-29T07:00:00
Kärnten;12;2;2020-07-29T07:00:00
Burgenland;30;1;2020-07-29T07:00:00
