Altersgruppe;Anzahl;Timestamp
<5;294;2020-08-17T14:00:00
5-14;909;2020-08-17T14:00:00
15-24;3263;2020-08-17T14:00:00
25-34;3771;2020-08-17T14:00:00
35-44;3357;2020-08-17T14:00:00
45-54;4369;2020-08-17T14:00:00
55-64;3310;2020-08-17T14:00:00
65-74;1699;2020-08-17T14:00:00
75-84;1551;2020-08-17T14:00:00
>84;984;2020-08-17T14:00:00
